2025-08-20 16:59:09,068 - INFO - Starting SHODes Framework
2025-08-20 16:59:09,068 - INFO - Generated data for mecpot
2025-08-20 16:59:09,198 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 16:59:09,219 - INFO - Generated data for genpot1
2025-08-20 16:59:09,281 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 16:59:09,297 - INFO - Generated data for genpot2
2025-08-20 16:59:09,385 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 16:59:09,402 - INFO - Generated data for genpot3
2025-08-20 16:59:09,453 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:38,097 - INFO - Starting SHODes Framework
2025-08-20 17:11:38,097 - INFO - Generated data for mecpot
2025-08-20 17:11:38,166 - INFO - Saved Data to data/mecpot_data.csv
2025-08-20 17:11:38,185 - INFO - Generated data for genpot1
2025-08-20 17:11:38,250 - INFO - Saved Data to data/genpot1_data.csv
2025-08-20 17:11:38,267 - INFO - Generated data for genpot2
2025-08-20 17:11:38,332 - INFO - Saved Data to data/genpot2_data.csv
2025-08-20 17:11:38,348 - INFO - Generated data for genpot3
2025-08-20 17:11:38,411 - INFO - Saved Data to data/genpot3_data.csv
2025-08-20 17:11:41,874 - INFO - Training PINNs for mecpot
2025-08-20 17:11:42,374 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 17:11:42,418 - WARNING - Calling GradientTape.gradient on a persistent tape inside its context is significantly less efficient than calling it outside the context (it causes the gradient ops to be recorded on the tape, leading to increased CPU and memory usage). Only call GradientTape.gradient inside the context if you actually want to trace the gradient in order to compute higher order derivatives.
2025-08-20 18:37:46,518 - INFO - genpot1 PINN10, Epoch 500, Loss: 0.0035
2025-08-20 18:37:56,506 - INFO - genpot1 PINN10, Epoch 600, Loss: 0.0030
2025-08-20 18:38:06,510 - INFO - genpot1 PINN10, Epoch 700, Loss: 0.0026
2025-08-20 18:38:16,574 - INFO - genpot1 PINN10, Epoch 800, Loss: 0.0025
2025-08-20 18:38:26,609 - INFO - genpot1 PINN10, Epoch 900, Loss: 0.0024
2025-08-20 18:38:36,643 - INFO - genpot1 PINN10, Epoch 1000, Loss: 0.0024
2025-08-20 18:38:46,693 - INFO - genpot1 PINN10, Epoch 1100, Loss: 0.0023
2025-08-20 18:38:56,705 - INFO - genpot1 PINN10, Epoch 1200, Loss: 0.0023
2025-08-20 18:39:06,727 - INFO - genpot1 PINN10, Epoch 1300, Loss: 0.0023
2025-08-20 18:39:16,714 - INFO - genpot1 PINN10, Epoch 1400, Loss: 0.0023
2025-08-20 18:39:26,676 - INFO - Saved PINN 10 for genpot1
2025-08-20 18:39:26,800 - INFO - genpot1 PINN11, Epoch 0, Loss: 0.2796
2025-08-20 18:39:36,797 - INFO - genpot1 PINN11, Epoch 100, Loss: 0.0114
2025-08-20 18:39:46,718 - INFO - genpot1 PINN11, Epoch 200, Loss: 0.0108
2025-08-20 18:39:56,735 - INFO - genpot1 PINN11, Epoch 300, Loss: 0.0100
2025-08-20 18:40:06,759 - INFO - genpot1 PINN11, Epoch 400, Loss: 0.0086
2025-08-20 18:40:16,798 - INFO - genpot1 PINN11, Epoch 500, Loss: 0.0069
2025-08-20 18:40:26,879 - INFO - genpot1 PINN11, Epoch 600, Loss: 0.0063
2025-08-20 18:40:36,857 - INFO - genpot1 PINN11, Epoch 700, Loss: 0.0061
2025-08-20 18:40:46,862 - INFO - genpot1 PINN11, Epoch 800, Loss: 0.0060
2025-08-20 18:40:56,805 - INFO - genpot1 PINN11, Epoch 900, Loss: 0.0060
2025-08-20 18:41:06,808 - INFO - genpot1 PINN11, Epoch 1000, Loss: 0.0059
2025-08-20 18:41:16,729 - INFO - genpot1 PINN11, Epoch 1100, Loss: 0.0059
2025-08-20 18:41:26,699 - INFO - genpot1 PINN11, Epoch 1200, Loss: 0.0059
2025-08-20 18:41:36,623 - INFO - genpot1 PINN11, Epoch 1300, Loss: 0.0059
2025-08-20 18:41:46,574 - INFO - genpot1 PINN11, Epoch 1400, Loss: 0.0059
2025-08-20 18:41:56,385 - INFO - Saved PINN 11 for genpot1
2025-08-20 18:41:56,506 - INFO - genpot1 PINN12, Epoch 0, Loss: 0.5271
2025-08-20 18:42:06,553 - INFO - genpot1 PINN12, Epoch 100, Loss: 0.0074
2025-08-20 18:42:16,578 - INFO - genpot1 PINN12, Epoch 200, Loss: 0.0065
2025-08-20 18:42:26,570 - INFO - genpot1 PINN12, Epoch 300, Loss: 0.0062
2025-08-20 18:42:36,556 - INFO - genpot1 PINN12, Epoch 400, Loss: 0.0059
2025-08-20 18:42:46,564 - INFO - genpot1 PINN12, Epoch 500, Loss: 0.0057
2025-08-20 18:42:56,596 - INFO - genpot1 PINN12, Epoch 600, Loss: 0.0054
2025-08-20 18:43:06,650 - INFO - genpot1 PINN12, Epoch 700, Loss: 0.0050
2025-08-20 18:43:16,658 - INFO - genpot1 PINN12, Epoch 800, Loss: 0.0045
2025-08-20 18:43:26,664 - INFO - genpot1 PINN12, Epoch 900, Loss: 0.0041
2025-08-20 18:43:36,652 - INFO - genpot1 PINN12, Epoch 1000, Loss: 0.0037
2025-08-20 18:43:46,626 - INFO - genpot1 PINN12, Epoch 1100, Loss: 0.0036
2025-08-20 18:43:56,696 - INFO - genpot1 PINN12, Epoch 1200, Loss: 0.0034
2025-08-20 18:44:06,705 - INFO - genpot1 PINN12, Epoch 1300, Loss: 0.0034
2025-08-20 18:44:16,722 - INFO - genpot1 PINN12, Epoch 1400, Loss: 0.0033
2025-08-20 18:44:26,663 - INFO - Saved PINN 12 for genpot1
2025-08-20 18:44:26,783 - INFO - genpot1 PINN13, Epoch 0, Loss: 0.3597
2025-08-20 18:44:36,768 - INFO - genpot1 PINN13, Epoch 100, Loss: 0.0022
2025-08-20 18:44:46,746 - INFO - genpot1 PINN13, Epoch 200, Loss: 0.0021
2025-08-20 18:44:56,718 - INFO - genpot1 PINN13, Epoch 300, Loss: 0.0021
2025-08-20 18:45:06,715 - INFO - genpot1 PINN13, Epoch 400, Loss: 0.0020
2025-08-20 18:45:16,684 - INFO - genpot1 PINN13, Epoch 500, Loss: 0.0019
2025-08-20 18:45:26,698 - INFO - genpot1 PINN13, Epoch 600, Loss: 0.0017
2025-08-20 18:45:36,727 - INFO - genpot1 PINN13, Epoch 700, Loss: 0.0015
2025-08-20 18:45:46,738 - INFO - genpot1 PINN13, Epoch 800, Loss: 0.0013
2025-08-20 18:45:56,734 - INFO - genpot1 PINN13, Epoch 900, Loss: 0.0012
2025-08-20 18:46:06,736 - INFO - genpot1 PINN13, Epoch 1000, Loss: 0.0011
2025-08-20 18:46:16,736 - INFO - genpot1 PINN13, Epoch 1100, Loss: 0.0011
2025-08-20 18:46:26,684 - INFO - genpot1 PINN13, Epoch 1200, Loss: 0.0011
2025-08-20 18:46:36,719 - INFO - genpot1 PINN13, Epoch 1300, Loss: 0.0023
2025-08-20 18:46:46,769 - INFO - genpot1 PINN13, Epoch 1400, Loss: 0.0011
2025-08-20 18:46:56,685 - INFO - Saved PINN 13 for genpot1
2025-08-20 18:46:56,807 - INFO - genpot1 PINN14, Epoch 0, Loss: 0.0310
2025-08-20 18:47:06,813 - INFO - genpot1 PINN14, Epoch 100, Loss: 0.0062
2025-08-20 18:47:16,808 - INFO - genpot1 PINN14, Epoch 200, Loss: 0.0057
2025-08-20 18:47:26,773 - INFO - genpot1 PINN14, Epoch 300, Loss: 0.0054
2025-08-20 18:47:36,716 - INFO - genpot1 PINN14, Epoch 400, Loss: 0.0049
2025-08-20 18:47:46,784 - INFO - genpot1 PINN14, Epoch 500, Loss: 0.0044
2025-08-20 18:47:56,745 - INFO - genpot1 PINN14, Epoch 600, Loss: 0.0038
2025-08-20 18:48:06,727 - INFO - genpot1 PINN14, Epoch 700, Loss: 0.0034
2025-08-20 18:48:16,760 - INFO - genpot1 PINN14, Epoch 800, Loss: 0.0032
2025-08-20 18:48:26,843 - INFO - genpot1 PINN14, Epoch 900, Loss: 0.0032
2025-08-20 18:48:36,856 - INFO - genpot1 PINN14, Epoch 1000, Loss: 0.0031
2025-08-20 18:48:46,820 - INFO - genpot1 PINN14, Epoch 1100, Loss: 0.0031
2025-08-20 18:48:56,836 - INFO - genpot1 PINN14, Epoch 1200, Loss: 0.0031
2025-08-20 18:49:06,813 - INFO - genpot1 PINN14, Epoch 1300, Loss: 0.0031
2025-08-20 18:49:16,834 - INFO - genpot1 PINN14, Epoch 1400, Loss: 0.0031
2025-08-20 18:49:26,720 - INFO - Saved PINN 14 for genpot1
2025-08-20 18:49:26,848 - INFO - genpot1 PINN15, Epoch 0, Loss: 0.1775
2025-08-20 18:49:36,819 - INFO - genpot1 PINN15, Epoch 100, Loss: 0.0091
2025-08-20 18:49:46,811 - INFO - genpot1 PINN15, Epoch 200, Loss: 0.0087
2025-08-20 18:49:56,848 - INFO - genpot1 PINN15, Epoch 300, Loss: 0.0079
2025-08-20 18:50:06,837 - INFO - genpot1 PINN15, Epoch 400, Loss: 0.0062
2025-08-20 18:50:16,879 - INFO - genpot1 PINN15, Epoch 500, Loss: 0.0051
2025-08-20 18:50:26,884 - INFO - genpot1 PINN15, Epoch 600, Loss: 0.0050
2025-08-20 18:50:36,943 - INFO - genpot1 PINN15, Epoch 700, Loss: 0.0049
2025-08-20 18:50:46,878 - INFO - genpot1 PINN15, Epoch 800, Loss: 0.0049
2025-08-20 18:50:56,832 - INFO - genpot1 PINN15, Epoch 900, Loss: 0.0048
2025-08-20 18:51:06,839 - INFO - genpot1 PINN15, Epoch 1000, Loss: 0.0048
2025-08-20 18:51:16,826 - INFO - genpot1 PINN15, Epoch 1100, Loss: 0.0049
2025-08-20 18:51:26,776 - INFO - genpot1 PINN15, Epoch 1200, Loss: 0.0048
2025-08-20 18:51:36,766 - INFO - genpot1 PINN15, Epoch 1300, Loss: 0.0048
2025-08-20 18:51:46,744 - INFO - genpot1 PINN15, Epoch 1400, Loss: 0.0048
2025-08-20 18:51:56,617 - INFO - Saved PINN 15 for genpot1
2025-08-20 18:51:56,733 - INFO - genpot1 PINN16, Epoch 0, Loss: 0.0802
2025-08-20 18:52:06,662 - INFO - genpot1 PINN16, Epoch 100, Loss: 0.0020
2025-08-20 18:52:16,698 - INFO - genpot1 PINN16, Epoch 200, Loss: 0.0020
2025-08-20 18:52:26,686 - INFO - genpot1 PINN16, Epoch 300, Loss: 0.0019
2025-08-20 18:52:36,713 - INFO - genpot1 PINN16, Epoch 400, Loss: 0.0018
2025-08-20 18:52:46,682 - INFO - genpot1 PINN16, Epoch 500, Loss: 0.0018
2025-08-20 18:52:56,699 - INFO - genpot1 PINN16, Epoch 600, Loss: 0.0017
2025-08-20 18:53:06,774 - INFO - genpot1 PINN16, Epoch 700, Loss: 0.0016
2025-08-20 18:53:16,816 - INFO - genpot1 PINN16, Epoch 800, Loss: 0.0015
2025-08-20 18:53:26,896 - INFO - genpot1 PINN16, Epoch 900, Loss: 0.0013
2025-08-20 18:53:36,844 - INFO - genpot1 PINN16, Epoch 1000, Loss: 0.0012
2025-08-20 18:53:46,811 - INFO - genpot1 PINN16, Epoch 1100, Loss: 0.0011
2025-08-20 18:53:56,764 - INFO - genpot1 PINN16, Epoch 1200, Loss: 0.0011
2025-08-20 18:54:06,802 - INFO - genpot1 PINN16, Epoch 1300, Loss: 0.0010
2025-08-20 18:54:16,793 - INFO - genpot1 PINN16, Epoch 1400, Loss: 0.0010
2025-08-20 18:54:26,725 - INFO - Saved PINN 16 for genpot1
2025-08-20 18:54:26,842 - INFO - genpot1 PINN17, Epoch 0, Loss: 0.2494
2025-08-20 18:54:36,860 - INFO - genpot1 PINN17, Epoch 100, Loss: 0.0109
2025-08-20 18:54:46,886 - INFO - genpot1 PINN17, Epoch 200, Loss: 0.0104
2025-08-20 18:54:56,953 - INFO - genpot1 PINN17, Epoch 300, Loss: 0.0097
2025-08-20 18:55:06,935 - INFO - genpot1 PINN17, Epoch 400, Loss: 0.0082
2025-08-20 18:55:16,953 - INFO - genpot1 PINN17, Epoch 500, Loss: 0.0060
2025-08-20 18:55:26,994 - INFO - genpot1 PINN17, Epoch 600, Loss: 0.0057
2025-08-20 18:55:37,001 - INFO - genpot1 PINN17, Epoch 700, Loss: 0.0056
2025-08-20 18:55:46,951 - INFO - genpot1 PINN17, Epoch 800, Loss: 0.0056
2025-08-20 18:55:56,963 - INFO - genpot1 PINN17, Epoch 900, Loss: 0.0056
2025-08-20 18:56:07,008 - INFO - genpot1 PINN17, Epoch 1000, Loss: 0.0056
2025-08-20 18:56:16,973 - INFO - genpot1 PINN17, Epoch 1100, Loss: 0.0055
2025-08-20 18:56:26,900 - INFO - genpot1 PINN17, Epoch 1200, Loss: 0.0055
2025-08-20 18:56:36,983 - INFO - genpot1 PINN17, Epoch 1300, Loss: 0.0055
2025-08-20 18:56:46,972 - INFO - genpot1 PINN17, Epoch 1400, Loss: 0.0055
2025-08-20 18:56:56,889 - INFO - Saved PINN 17 for genpot1
2025-08-20 18:56:57,007 - INFO - genpot1 PINN18, Epoch 0, Loss: 0.0316
2025-08-20 18:57:07,035 - INFO - genpot1 PINN18, Epoch 100, Loss: 0.0115
2025-08-20 18:57:17,042 - INFO - genpot1 PINN18, Epoch 200, Loss: 0.0104
2025-08-20 18:57:27,148 - INFO - genpot1 PINN18, Epoch 300, Loss: 0.0087
2025-08-20 18:57:37,139 - INFO - genpot1 PINN18, Epoch 400, Loss: 0.0067
2025-08-20 18:57:47,107 - INFO - genpot1 PINN18, Epoch 500, Loss: 0.0064
2025-08-20 18:57:57,091 - INFO - genpot1 PINN18, Epoch 600, Loss: 0.0063
2025-08-20 18:58:07,147 - INFO - genpot1 PINN18, Epoch 700, Loss: 0.0062
2025-08-20 18:58:17,189 - INFO - genpot1 PINN18, Epoch 800, Loss: 0.0062
2025-08-20 18:58:27,216 - INFO - genpot1 PINN18, Epoch 900, Loss: 0.0062
2025-08-20 18:58:37,268 - INFO - genpot1 PINN18, Epoch 1000, Loss: 0.0061
2025-08-20 18:58:47,309 - INFO - genpot1 PINN18, Epoch 1100, Loss: 0.0061
2025-08-20 18:58:57,321 - INFO - genpot1 PINN18, Epoch 1200, Loss: 0.0061
2025-08-20 18:59:07,377 - INFO - genpot1 PINN18, Epoch 1300, Loss: 0.0061
2025-08-20 18:59:17,340 - INFO - genpot1 PINN18, Epoch 1400, Loss: 0.0061
2025-08-20 18:59:27,267 - INFO - Saved PINN 18 for genpot1
2025-08-20 18:59:27,385 - INFO - genpot1 PINN19, Epoch 0, Loss: 0.0198
2025-08-20 18:59:37,405 - INFO - genpot1 PINN19, Epoch 100, Loss: 0.0095
2025-08-20 18:59:47,363 - INFO - genpot1 PINN19, Epoch 200, Loss: 0.0091
2025-08-20 18:59:57,403 - INFO - genpot1 PINN19, Epoch 300, Loss: 0.0088
2025-08-20 19:00:07,389 - INFO - genpot1 PINN19, Epoch 400, Loss: 0.0081
2025-08-20 19:00:17,372 - INFO - genpot1 PINN19, Epoch 500, Loss: 0.0064
2025-08-20 19:00:27,401 - INFO - genpot1 PINN19, Epoch 600, Loss: 0.0049
2025-08-20 19:00:37,431 - INFO - genpot1 PINN19, Epoch 700, Loss: 0.0048
2025-08-20 19:00:47,456 - INFO - genpot1 PINN19, Epoch 800, Loss: 0.0048
2025-08-20 19:00:57,486 - INFO - genpot1 PINN19, Epoch 900, Loss: 0.0048
2025-08-20 19:01:07,548 - INFO - genpot1 PINN19, Epoch 1000, Loss: 0.0048
2025-08-20 19:01:17,510 - INFO - genpot1 PINN19, Epoch 1100, Loss: 0.0048
2025-08-20 19:01:27,548 - INFO - genpot1 PINN19, Epoch 1200, Loss: 0.0048
2025-08-20 19:01:37,632 - INFO - genpot1 PINN19, Epoch 1300, Loss: 0.0048
2025-08-20 19:01:47,650 - INFO - genpot1 PINN19, Epoch 1400, Loss: 0.0048
2025-08-20 19:01:57,544 - INFO - Saved PINN 19 for genpot1
2025-08-20 19:01:57,661 - INFO - genpot1 PINN20, Epoch 0, Loss: 0.0252
2025-08-20 19:02:07,643 - INFO - genpot1 PINN20, Epoch 100, Loss: 0.0025
2025-08-20 19:02:17,640 - INFO - genpot1 PINN20, Epoch 200, Loss: 0.0024
2025-08-20 19:02:27,704 - INFO - genpot1 PINN20, Epoch 300, Loss: 0.0024
2025-08-20 19:02:37,729 - INFO - genpot1 PINN20, Epoch 400, Loss: 0.0023
2025-08-20 19:02:47,706 - INFO - genpot1 PINN20, Epoch 500, Loss: 0.0022
2025-08-20 19:02:57,731 - INFO - genpot1 PINN20, Epoch 600, Loss: 0.0021
2025-08-20 19:03:07,689 - INFO - genpot1 PINN20, Epoch 700, Loss: 0.0020
2025-08-20 19:03:17,694 - INFO - genpot1 PINN20, Epoch 800, Loss: 0.0018
2025-08-20 19:03:27,677 - INFO - genpot1 PINN20, Epoch 900, Loss: 0.0016
2025-08-20 19:03:37,728 - INFO - genpot1 PINN20, Epoch 1000, Loss: 0.0014
2025-08-20 19:03:47,787 - INFO - genpot1 PINN20, Epoch 1100, Loss: 0.0013
2025-08-20 19:03:57,762 - INFO - genpot1 PINN20, Epoch 1200, Loss: 0.0013
2025-08-20 19:04:07,856 - INFO - genpot1 PINN20, Epoch 1300, Loss: 0.0013
2025-08-20 19:04:17,865 - INFO - genpot1 PINN20, Epoch 1400, Loss: 0.0013
2025-08-20 19:04:27,828 - INFO - Saved PINN 20 for genpot1
2025-08-20 19:04:27,947 - INFO - genpot1 PINN21, Epoch 0, Loss: 2.1609
2025-08-20 19:04:37,975 - INFO - genpot1 PINN21, Epoch 100, Loss: 0.0049
2025-08-20 19:04:47,982 - INFO - genpot1 PINN21, Epoch 200, Loss: 0.0047
2025-08-20 19:04:58,038 - INFO - genpot1 PINN21, Epoch 300, Loss: 0.0046
2025-08-20 19:05:08,093 - INFO - genpot1 PINN21, Epoch 400, Loss: 0.0045
2025-08-20 19:05:18,104 - INFO - genpot1 PINN21, Epoch 500, Loss: 0.0042
2025-08-20 19:05:28,111 - INFO - genpot1 PINN21, Epoch 600, Loss: 0.0035
2025-08-20 19:05:38,176 - INFO - genpot1 PINN21, Epoch 700, Loss: 0.0027
2025-08-20 19:05:48,182 - INFO - genpot1 PINN21, Epoch 800, Loss: 0.0025
2025-08-20 19:05:58,184 - INFO - genpot1 PINN21, Epoch 900, Loss: 0.0025
2025-08-20 19:06:08,202 - INFO - genpot1 PINN21, Epoch 1000, Loss: 0.0025
2025-08-20 19:06:18,216 - INFO - genpot1 PINN21, Epoch 1100, Loss: 0.0025
2025-08-20 19:06:28,195 - INFO - genpot1 PINN21, Epoch 1200, Loss: 0.0025
2025-08-20 19:06:38,235 - INFO - genpot1 PINN21, Epoch 1300, Loss: 0.0024
2025-08-20 19:06:48,168 - INFO - genpot1 PINN21, Epoch 1400, Loss: 0.0024
2025-08-20 19:06:58,114 - INFO - Saved PINN 21 for genpot1
2025-08-20 19:06:58,242 - INFO - genpot1 PINN22, Epoch 0, Loss: 0.0217
2025-08-20 19:07:08,257 - INFO - genpot1 PINN22, Epoch 100, Loss: 0.0040
2025-08-20 19:07:18,269 - INFO - genpot1 PINN22, Epoch 200, Loss: 0.0037
2025-08-20 19:07:28,334 - INFO - genpot1 PINN22, Epoch 300, Loss: 0.0035
2025-08-20 19:07:38,414 - INFO - genpot1 PINN22, Epoch 400, Loss: 0.0034
2025-08-20 19:07:48,463 - INFO - genpot1 PINN22, Epoch 500, Loss: 0.0031
2025-08-20 19:07:58,524 - INFO - genpot1 PINN22, Epoch 600, Loss: 0.0028
2025-08-20 19:08:08,549 - INFO - genpot1 PINN22, Epoch 700, Loss: 0.0025
2025-08-20 19:08:18,520 - INFO - genpot1 PINN22, Epoch 800, Loss: 0.0022
2025-08-20 19:08:28,520 - INFO - genpot1 PINN22, Epoch 900, Loss: 0.0021
2025-08-20 19:08:38,489 - INFO - genpot1 PINN22, Epoch 1000, Loss: 0.0021
2025-08-20 19:08:48,452 - INFO - genpot1 PINN22, Epoch 1100, Loss: 0.0020
2025-08-20 19:08:58,415 - INFO - genpot1 PINN22, Epoch 1200, Loss: 0.0020
2025-08-20 19:09:08,375 - INFO - genpot1 PINN22, Epoch 1300, Loss: 0.0020
2025-08-20 19:09:18,293 - INFO - genpot1 PINN22, Epoch 1400, Loss: 0.0020
2025-08-20 19:09:28,132 - INFO - Saved PINN 22 for genpot1
2025-08-20 19:09:28,262 - INFO - genpot1 PINN23, Epoch 0, Loss: 0.0518
2025-08-20 19:09:38,178 - INFO - genpot1 PINN23, Epoch 100, Loss: 0.0035
2025-08-20 19:09:48,159 - INFO - genpot1 PINN23, Epoch 200, Loss: 0.0034
2025-08-20 19:09:58,104 - INFO - genpot1 PINN23, Epoch 300, Loss: 0.0033
2025-08-20 19:10:08,121 - INFO - genpot1 PINN23, Epoch 400, Loss: 0.0032
2025-08-20 19:10:18,136 - INFO - genpot1 PINN23, Epoch 500, Loss: 0.0032
2025-08-20 19:10:28,096 - INFO - genpot1 PINN23, Epoch 600, Loss: 0.0031
2025-08-20 19:10:38,092 - INFO - genpot1 PINN23, Epoch 700, Loss: 0.0029
2025-08-20 19:10:48,095 - INFO - genpot1 PINN23, Epoch 800, Loss: 0.0027
2025-08-20 19:10:58,079 - INFO - genpot1 PINN23, Epoch 900, Loss: 0.0023
2025-08-20 19:11:08,092 - INFO - genpot1 PINN23, Epoch 1000, Loss: 0.0020
2025-08-20 19:11:18,110 - INFO - genpot1 PINN23, Epoch 1100, Loss: 0.0018
2025-08-20 19:11:28,135 - INFO - genpot1 PINN23, Epoch 1200, Loss: 0.0017
2025-08-20 19:11:38,127 - INFO - genpot1 PINN23, Epoch 1300, Loss: 0.0017
2025-08-20 19:11:48,069 - INFO - genpot1 PINN23, Epoch 1400, Loss: 0.0017
2025-08-20 19:11:57,989 - INFO - Saved PINN 23 for genpot1
2025-08-20 19:11:58,114 - INFO - genpot1 PINN24, Epoch 0, Loss: 1.1553
2025-08-20 19:12:08,014 - INFO - genpot1 PINN24, Epoch 100, Loss: 0.0051
2025-08-20 19:12:17,956 - INFO - genpot1 PINN24, Epoch 200, Loss: 0.0046
2025-08-20 19:12:27,949 - INFO - genpot1 PINN24, Epoch 300, Loss: 0.0041
2025-08-20 19:12:37,929 - INFO - genpot1 PINN24, Epoch 400, Loss: 0.0036
2025-08-20 19:12:47,898 - INFO - genpot1 PINN24, Epoch 500, Loss: 0.0030
2025-08-20 19:12:57,861 - INFO - genpot1 PINN24, Epoch 600, Loss: 0.0028
2025-08-20 19:13:07,823 - INFO - genpot1 PINN24, Epoch 700, Loss: 0.0027
2025-08-20 19:13:17,858 - INFO - genpot1 PINN24, Epoch 800, Loss: 0.0026
2025-08-20 19:13:27,848 - INFO - genpot1 PINN24, Epoch 900, Loss: 0.0026
2025-08-20 19:13:37,804 - INFO - genpot1 PINN24, Epoch 1000, Loss: 0.0026
2025-08-20 19:13:47,766 - INFO - genpot1 PINN24, Epoch 1100, Loss: 0.0026
2025-08-20 19:13:57,752 - INFO - genpot1 PINN24, Epoch 1200, Loss: 0.0026
2025-08-20 19:14:07,696 - INFO - genpot1 PINN24, Epoch 1300, Loss: 0.0025
2025-08-20 19:14:17,689 - INFO - genpot1 PINN24, Epoch 1400, Loss: 0.0025
2025-08-20 19:14:27,545 - INFO - Saved PINN 24 for genpot1
2025-08-20 19:14:27,671 - INFO - genpot1 PINN25, Epoch 0, Loss: 1.2570
2025-08-20 19:14:37,629 - INFO - genpot1 PINN25, Epoch 100, Loss: 0.0033
2025-08-20 19:14:47,591 - INFO - genpot1 PINN25, Epoch 200, Loss: 0.0030
2025-08-20 19:14:57,568 - INFO - genpot1 PINN25, Epoch 300, Loss: 0.0028
2025-08-20 19:15:07,543 - INFO - genpot1 PINN25, Epoch 400, Loss: 0.0027
2025-08-20 19:15:17,486 - INFO - genpot1 PINN25, Epoch 500, Loss: 0.0026
2025-08-20 19:15:27,446 - INFO - genpot1 PINN25, Epoch 600, Loss: 0.0024
2025-08-20 19:15:37,438 - INFO - genpot1 PINN25, Epoch 700, Loss: 0.0022
2025-08-20 19:15:47,399 - INFO - genpot1 PINN25, Epoch 800, Loss: 0.0018
2025-08-20 19:15:57,309 - INFO - genpot1 PINN25, Epoch 900, Loss: 0.0017
2025-08-20 19:16:07,285 - INFO - genpot1 PINN25, Epoch 1000, Loss: 0.0016
2025-08-20 19:16:17,245 - INFO - genpot1 PINN25, Epoch 1100, Loss: 0.0016
2025-08-20 19:16:27,155 - INFO - genpot1 PINN25, Epoch 1200, Loss: 0.0016
2025-08-20 19:16:37,160 - INFO - genpot1 PINN25, Epoch 1300, Loss: 0.0016
2025-08-20 19:16:47,171 - INFO - genpot1 PINN25, Epoch 1400, Loss: 0.0016
2025-08-20 19:16:57,027 - INFO - Saved PINN 25 for genpot1
2025-08-20 19:16:57,027 - INFO - Training PINNs for genpot2
2025-08-20 19:16:57,190 - INFO - genpot2 PINN1, Epoch 0, Loss: 0.9523
2025-08-20 19:17:07,013 - INFO - genpot2 PINN1, Epoch 100, Loss: 0.0037
2025-08-20 19:17:16,865 - INFO - genpot2 PINN1, Epoch 200, Loss: 0.0035
2025-08-20 19:17:26,738 - INFO - genpot2 PINN1, Epoch 300, Loss: 0.0033
2025-08-20 19:17:36,574 - INFO - genpot2 PINN1, Epoch 400, Loss: 0.0031
2025-08-20 19:17:46,403 - INFO - genpot2 PINN1, Epoch 500, Loss: 0.0029
2025-08-20 19:17:56,222 - INFO - genpot2 PINN1, Epoch 600, Loss: 0.0024
2025-08-20 19:18:06,079 - INFO - genpot2 PINN1, Epoch 700, Loss: 0.0020
2025-08-20 19:18:15,933 - INFO - genpot2 PINN1, Epoch 800, Loss: 0.0019
2025-08-20 19:18:25,761 - INFO - genpot2 PINN1, Epoch 900, Loss: 0.0019
2025-08-20 19:18:35,629 - INFO - genpot2 PINN1, Epoch 1000, Loss: 0.0019
2025-08-20 19:18:45,489 - INFO - genpot2 PINN1, Epoch 1100, Loss: 0.0019
2025-08-20 19:18:55,300 - INFO - genpot2 PINN1, Epoch 1200, Loss: 0.0019
2025-08-20 19:19:05,130 - INFO - genpot2 PINN1, Epoch 1300, Loss: 0.0019
2025-08-20 19:19:14,978 - INFO - genpot2 PINN1, Epoch 1400, Loss: 0.0019
2025-08-20 19:19:24,709 - INFO - Saved PINN 1 for genpot2
2025-08-20 19:19:24,825 - INFO - genpot2 PINN2, Epoch 0, Loss: 2.9324
2025-08-20 19:19:34,710 - INFO - genpot2 PINN2, Epoch 100, Loss: 0.0032
2025-08-20 19:19:44,530 - INFO - genpot2 PINN2, Epoch 200, Loss: 0.0030
2025-08-20 19:19:54,407 - INFO - genpot2 PINN2, Epoch 300, Loss: 0.0028
2025-08-20 19:20:04,249 - INFO - genpot2 PINN2, Epoch 400, Loss: 0.0026
2025-08-20 19:20:14,097 - INFO - genpot2 PINN2, Epoch 500, Loss: 0.0024
2025-08-20 19:20:23,988 - INFO - genpot2 PINN2, Epoch 600, Loss: 0.0022
2025-08-20 19:20:33,873 - INFO - genpot2 PINN2, Epoch 700, Loss: 0.0019
2025-08-20 19:20:43,830 - INFO - genpot2 PINN2, Epoch 800, Loss: 0.0018
2025-08-20 19:20:53,668 - INFO - genpot2 PINN2, Epoch 900, Loss: 0.0017
2025-08-20 19:21:03,525 - INFO - genpot2 PINN2, Epoch 1000, Loss: 0.0017
2025-08-20 19:21:13,375 - INFO - genpot2 PINN2, Epoch 1100, Loss: 0.0016
2025-08-20 19:21:23,273 - INFO - genpot2 PINN2, Epoch 1200, Loss: 0.0016
